Species	Group.x	Median_S.x	LCI_S.x	UCI_S.x	Median_W.x	LCI_W.x	UCI_W.x	Median_diff.x	LCI_diff.x	UCI_diff.x	Group.y	Median_S.y	LCI_S.y	UCI_S.y	Median_W.y	LCI_W.y	UCI_W.y	Median_diff.y	LCI_diff.y	UCI_diff.y	Group	Median_S	LCI_S	UCI_S	Median_W	LCI_W	UCI_W	Median_diff	LCI_diff	UCI_diff
Scaly-breasted Munia	0	48.3333333333333	30.4666666666667	83.6779166666667	39.575	32.75	68.3505	4.33541666666667	-28.4409791666667	41.56	2	700.625	598.5	703.5	514.708333333333	488.25	582	166.4625	64.6510416666666	213.416666666667	0	1974.4625	1956.4715625	2006.5875	1941.85	1923.55	1990.931875	31.5	-19.9456249999992	70.2103124999998
Puff-throated Babbler	0	140.533333333333	124.5	162.664375	132.18125	120.8053125	178.256145833333	5.53124999999999	-41.3271875	32.3554166666667	2	1035	997.375	1058.25	936.666666666667	905.5	971.25	93	47.25	140.044791666667	1	1584.6875	1570.2575	1590.58333333333	1634.5	1616.65458333333	1638.0109375	-48.3125	-61.0973124999998	-31.6981250000005
Black-naped Monarch	2	74	67.2652083333333	83.751875	54.5	49.75	55.25	19.7395833333333	13.5985416666667	29.1675	2	784	767.75	833.054166666667	696.2	643.416666666667	720.666666666667	94.1458333333334	51.33125	159.333333333333	0	1411.75	1411.75	1411.75	1411.75	1411.75	1411.75	0	0	0
Black-throated Munia	0	27.6875	21.3333333333333	40.75	38.25	32.75	44.8353125	-8.7125	-19.5544791666667	8	0	801	754.708333333333	852.2	797	758.166666666667	810.75	9.43750000000006	-41.9666666666666	63.5854166666666	2	1510.025	1366.973125	1518	1252.425	1215.75	1265.54166666667	256.25	113.502083333333	291.496875
Malabar Parakeet	2	66.40625	59.4979166666667	73.5	55.25	50.2221875	55.25	12.7354166666667	4.24791666666667	19.45	1	794.25	794.25	817.75	875.5	867	881.666666666667	-79.75	-87.4166666666666	-57.6899999999999	1	1223.8125	1220.25	1241	1312	1305.775	1312	-87.4450000000001	-91.75	-71
Brown-cheeked Fulvetta	1	123.1875	112.666666666667	167.1890625	201.183333333333	156.591041666667	237.625625	-69.4520833333333	-116.3553125	-18.94375	2	1209.75	1187.65729166667	1257.25	1090	1089.75	1096	119.75	91.6010416666667	162.375	1	1632.175	1624.86145833333	1633.2285	1640.93333333333	1639.73614583333	1647.68333333333	-9	-17.5467708333333	-6.96874999999997
Rufous Woodpecker	0	20.25	12.25	32.30375	12.25	11.7990625	43.8171875	0	-30.25	19.5428125	0	674.375	495.875	736.166666666667	451.333333333333	230.25	603	212.85	-41.65	458.133333333333	0	1163.515	1104.625	1189.75	1189.2	1156.8840625	1197.7375	-23.6475000000003	-85.1384375	18.5115624999999
White-bellied Woodpecker	0	57.4375	45.775	73.075	55.25	55.25	67.5545833333333	1	-12.2515625	17.65	0	830.75	794.25	885.190625	898.958333333333	805.375	934.666666666667	-61.375	-128.0875	40.14375	0	1135.825	1089.75	1184.725	1146.55	1135.581875	1171.5	-12.4166666666667	-69.9999999999995	42.4299999999997
Blue-bearded Bee-eater	2	86.7125	77.6875	113.5	54.35	50.65	77.6675	30.31875	3.60760416666668	59.75625	2	859.333333333333	702.666666666667	901.25	504.25	479.5	607.5	351.604166666667	203.933541666667	403	2	1635	1594.66666666667	1669.7	1318.79583333333	1282.473125	1344.74166666667	319.116666666666	268.762291666667	368.859270833334
Malabar Woodshrike	0	55.25	49.75	63	55.25	55.25	62.4259375	0	-7.25125	7.75	1	687.25	615.84125	738.666666666667	782.25	735.98125	837.5	-97.1875	-192.30625	-16.4468750000001	1	1230.75	1230.75	1255.1875	1276	1239.487875	1284.525	-44.8899999999999	-53.95	-5.92499999999905
Malabar Imperial-Pigeon	0	97.3333333333333	91.25	107.5	77.6666666666667	74	101.25	17.1333333333333	-9.80416666666667	29.825	1	968	957.666666666667	1000.75	1046.66666666667	1015.25	1067.75	-74.1875	-104.25	-23.8333333333334	2	1616.75	1608.5	1616.75	1494.85	1480.44	1528.4	121.516666666667	88.3450000000006	136.24
Velvet-fronted Nuthatch	2	198	158.904791666667	260.3396875	119.9625	104	161.370833333333	79.2666666666667	28.9783333333334	134.15125	0	1096	1074.5	1105	1081.5	1073.70833333333	1096	10.9375	-13.0937499999999	30.4229166666665	0	2125.5	2125.5	2137.25833333333	2125.5	2125.5	2129.7625	0	-3.875	11.7583333333337
Greater Flameback	0	72.5625	68.3333333333333	76.6666666666667	64.1854166666667	55.25	72.3025	8.74375	-1.40450000000001	18.75	0	857.25	813.74375	863	832	810.75	860.25	21.9166666666667	-17.75	49.75	2	1843.86666666666	1818.3890625	1856.2128125	1630.9125	1608	1650.505	211.383333333333	178.2691875	248.0878125
Pied Cuckoo	0	99.075	68.6125	193.05375	71.6666666666667	15	142.1175	42.5541666666667	-47.96625	160.220625	0	419.333333333333	406.25	464.333333333333	419.333333333333	406.25	461.5	0	-42.7916666666667	31.9999999999997	0	1452.75	1161.78020833333	1452.75	1243.0625	1113.4015625	1378.5	172.749999999999	-104.083125	324.7759375
Gray-breasted Prinia	1	91.25	91.25	105.070104166667	116.025	101.0475	125.25	-22.56875	-34	-2.29875000000001	2	1028	1018.5	1055.33333333333	661.8	619	734	375.833333333333	290.7375	422.40625	0	1290.66666666667	1270.5	1313.29166666667	1309.9425	1277.5353125	1366.575	-25.7183333333317	-90.75	22.7083333333326
Lesser Yellownape	0	49.3666666666667	46	63.325	55.25	52.7444791666667	72.375	-7.29166666666667	-22.7070833333333	5.47718750000001	0	479.5	375	526.25	517	479.5	606.75	-48.6875	-193.308125	23.000625	2	1396.6	1325.375	1429.46697916667	1243.45	1227.61197916667	1248.875	156.3375	81.1596875000002	193.019166666667
Banded Bay Cuckoo	0	63.91875	55.25	71.3983125	55.25	42.5	55.25	9.67916666666667	0	25.2429375	0	245.875	177.038541666667	522.5	161	126.5	363.25	75.75	-130.220833333333	349.563541666667	2	1204.35	1034.795625	1232.8875	916.075	892.274375	941.9625	285.0375	118.8509375	326.5853125
Speckled Piculet	0	112.95	84.25	297.5375	368.7	183.075	687.25	-241.2125	-583.5671875	31.8125	0	1052	996.5	1090	1019	887.75	1081.83854166667	32.9583333333335	-61.8020833333332	185.552083333333	1	1618.475	1616.725	1650.375	1980.59166666667	1960.625	1990.575	-361.941666666667	-373.15	-325.313541666667
Green Imperial-Pigeon	0	33.65	32.75	39.9203125	44.1416666666667	35	47.5753125	-9.9125	-14.613125	1.35375	0	472.333333333333	254.25	497.625	461	287.746875	496.25	14.875	-202.759375	194.617708333333	2	1219.02916666667	1190.7203125	1224.775	955.622916666666	914.94125	1076.0464375	262.733333333333	138.307270833335	305.226770833333
White-bellied Drongo	0	171.5	124.5	220.6508125	143.5	143.5	250.85	9.80000000000001	-99.14375	68.5378125	0	660.875	546	702.666666666667	550.25	527.5	583.5	111.333333333333	-13.0572916666667	166.675	2	1329.5125	1229.775	1414.5	1020.525	997.75	1043.53510416667	311.999999999999	208.984479166667	410.962916666667
Nilgiri Wood-Pigeon	2	850.29375	825.75	1058.6	783.025	662.316666666667	878.8159375	76.9729166666667	0.279375000000004	319.919583333333	0	1621.8	1614	1630.66666666667	1571.25	1554	1649.8	55.5250000000001	-28	75	2	2304.43333333333	2285.125	2323.74166666667	2190.66666666667	2185.96666666667	2211.87083333333	110.7375	87.3098958333333	133.45
Large Cuckooshrike	0	49.90625	34.75	63.0333333333333	54.0625	46	77.6666666666667	-6.1625	-39.2469791666666	15.3925	1	167.4	128.25	261.25	479.5	363.653125	479.5	-298.925	-350.791666666667	-162.875	0	1059.15	947.4975	1146	983.9	932.249166666667	1030.46	78.2125000000002	-46.9493124999996	178.090625
Indian White-eye	2	748.0125	729.0615625	756.5	702.666666666667	681.101875	720.666666666667	42.4416666666667	13.59625	68.5064375	2	1305.33333333333	1301.33333333333	1311.33333333333	1218.625	1203.25	1230.75	91.6458333333333	74.5833333333333	103.136458333333	1	2183.5	2183.5	2188.25	2210.63333333333	2205.66666666667	2213.7125	-26.979166666667	-29.9749999999995	-21.874375
Fork-tailed Drongo-Cuckoo	2	56	48.8125	74.215	38.2708333333333	19.6666666666667	53.9175	19.3541666666667	0.58375	47.8929166666666	2	756.375	465.75	796.25	187.083333333333	143.5	375	527.125	248.15	634.104166666667	0	1339.25	966.8025	1404.95	1047.325	913.089583333333	1063.25	293.7	-86.2937499999999	442.03375
Brown-capped Pygmy Woodpecker	0	57.8	53.8675	73.3340625	55.25	54.0820833333333	61.051875	2.35	-4.40062499999999	18.1383333333333	2	767.75	725.709375	810.75	617.666666666667	551.5	720.666666666667	145.5	24.7479166666667	217.25625	1	1230.75	1230.75	1234.85	1326.19333333333	1287.67135416667	1477.13333333333	-95.4433333333284	-246.383333333332	-56.1861458333334
Red Spurfowl	2	91.25	78.194375	104.408020833333	52.25	47.074375	55.25	39.9	24.921875	53.8985416666667	2	957.166666666667	938	993.784375	868.5	825.25	912.791666666667	86.3958333333333	41.6208333333333	135.510416666667	2	1619	1594.25	1629.2	1546	1488.6	1559.4125	71.6287499999997	41.6590624999999	126.998125000001
Eurasian Collared-Dove	0	282	261.6925	284	284	284	284	-2	-22.3075	0	1	406.25	393	406.25	419.333333333333	419.333333333333	461.5	-13.0833333333333	-55.25	-13.0833333333333	0	956.958333333333	908.705624999999	964.5125	907.025	867.07425	926.3025	43.9395833333333	-8.35906249999999	86.3014583333335
Bay-backed Shrike	0	265.75	265.75	277.5	265.75	265.75	278.531041666667	0	-11.75	11.75	0	619	531.291666666667	702.666666666667	618	577.583333333333	619	3.75	-73.375	102.333333333333	2	1306.0125	1075.89583333333	1564.9978125	997.25	978.0846875	999.925625	308.762500000002	78.0782291666633	573.049374999999
Rufous Babbler	0	107.5	91.6453125	130.52	124.5	103.496875	154.451875	-13	-50.7259375	15.9641875	0	1014.5	970.95625	1027	998	968.49375	1035	11.3958333333334	-40.0685416666666	52.946875	0	1463.425	1441	1503.8125	1501.25	1474.43333333333	1548.8125	-48.7458333333327	-98.8167708333331	5.22395833333396
Indian Gray Hornbill	0	87.26875	74.8333333333333	91.25	92.0625	65.7339583333333	114.5	-4.29666666666667	-30.5126666666667	22.9166666666667	2	429.825	406.25	507.925	401.666666666667	390.125	406.25	32.375	4.58333333333331	119.1875	0	955.675	899.4509375	1045.38333333333	1007.46666666667	931.518125	1046.66666666667	-32.4166666666662	-122.268541666667	92.9505208333327
Yellow-eyed Babbler	0	275.7875	265.75	435.283333333333	214.45	143.5	275.7875	61.4479166666667	-0.0593750000000201	230.040208333333	0	489.6	489.25	537.5	484.375	479.5	489.25	9.75	0	58	0	959.483333333333	938.660416666666	1042.9	948.6375	923.3125	964.2	22.1874999999999	-16.4679166666665	104.984375
Southern Hill Myna	2	74	73.25	78.614375	55.25	55.25	55.25	18.75	16.75	23.364375	1	861.625	852.2	870.471875	879.875	870.871875	884.333333333333	-16.6125	-28.225625	-5.57500000000004	2	1560.2	1554	1563.8	1430.5	1418.88375	1449.9375	129.16875	108.874625	140.6461875
Plain Prinia	1	62.6125	42.9875	95.204375	123.75	111.666666666667	143.5	-62.7125	-98.375	-24.8357291666667	0	489.6	484.667708333333	584.740625	489.6	476	496.75	1.44583333333333	-8.89166666666665	99.6625	0	2010.325	1972.5	2015.6875	2009.5	2008.41666666667	2009.5	0.824999999999818	-37	6.1875
Yellow-billed Babbler	1	65.7625	54.5086875	72.0503125	83.5916666666667	77.8863541666667	91.1890625	-18.9208333333333	-31.1884375	-7.68322916666667	1	419.333333333333	415.5	419.333333333333	456.375	426.666666666667	461.666666666667	-37.6666666666667	-46	-8.90729166666669	2	957.5	942.6621875	962.633541666667	934.666666666667	917.31375	949.8009375	21.7583333333336	3.67343749999995	39.3079166666668
Cinereous Tit	0	92	92	104.606875	85.95	72.312	92	6.94999999999999	0	21.8075	2	1074.04166666667	1016.72604166667	1139.66666666667	891.375	875.75	911.78125	183.9375	118.5	255.333333333333	0	2271.33333333333	2271.33333333333	2271.33333333333	2271.33333333333	2269.8	2271.33333333333	0	0	1.5333333333333
White-bellied Treepie	2	76.6333333333333	59.1475	91.25	52.25	47.9995833333333	55.025625	26.2879166666667	8.17072916666667	42.5166666666667	1	860.25	833	878.25	948.5	919	961.404166666667	-90.6041666666667	-124.6875	-52.75	1	1190.39791666667	1161.065	1198.33333333333	1277.1	1229.325	1292.075	-89.4437499999999	-122.2515625	-44.982604166666
Jerdon's Bushlark	0	113.133333333333	102.8853125	145.6625	143.5	136.325	143.5	-30.2416666666667	-40.6146875	2.16250000000002	0	479.5	479.5	489.25	479.5	479.5	479.5	0	0	9.75	2	937.8	924.25	958.1	868.45	823.466666666667	914.25	69.2416666666669	20.415	114.407291666667
Indian Yellow Tit	0	584.8	563.375	606.333333333333	613	590.425625	637	-30.7208333333334	-63.6595833333333	4.38781249999993	0	1073.70833333333	1035	1100.5	1026.75	1004.225	1058.25	44.875	-5.12291666666659	85.253125	2	2150.05	2142.53333333333	2157.0125	2125.5	2125.5	2125.5	24.5499999999997	17.0333333333328	31.5124999999998
Gray-bellied Cuckoo	0	92.375	70.4866666666667	127.8840625	119.0375	96.025	143.5	-27.0145833333333	-70.01	23.56625	2	808	759.489583333333	854.916666666667	479.5	479.5	542	324.25	250.25	364.25625	0	1334.4375	1241.6975	1492.5	1238.25	1211.8	1354.625	85.7499999999998	-65.2809374999994	252.523437499999
Indian Silverbill	0	268.4875	262.5625	284	275.69375	265.75	295.5	-5.875	-29.1509375	15.454375	1	466.75	377.25	488.425	573.833333333333	496.75	642	-112.208333333333	-241.25	-21.0264583333333	0	962.0375	924.710208333333	1002.4709375	947.7625	916.494791666667	1007.061875	17.11875	-50.9418749999999	63.0501041666666
Ashy-crowned Sparrow-Lark	0	133.05	119.825	191.8	140.575	120.4	143.5	-6.3175	-23.675	56.47875	1	476.666666666667	374.625	489.8	578.208333333333	489.6	665.875	-114.7	-221.691666666667	-12.9333333333333	0	793.833333333333	702.666666666667	912.316666666666	853	789.6325	931.8859375	-66.2270833333336	-225.606770833333	98.2811458333333
Rock Pigeon	0	32.3	21.3333333333333	32.75	22.35	12.25	32.75	9	-2.35989583333333	20.5	1	415.5	411.25	419.333333333333	451.625	419.333333333333	470.5	-35.275	-54.8781250000001	-3.08333333333331	0	2035.5	2035.5	2035.5	2035.675	2035.5	2043.11666666667	-0.174999999999955	-7.61666666666679	0
Common Flameback	0	190.3125	93	434.289875	80.5416666666667	75.2	145.9153125	105.633333333333	-6.50437500000002	344.1773125	0	1005.5	994.25	1096	961.333333333333	897.25	1036	47.2083333333334	-31.2625	145.416666666667	2	1411.75	1377.67916666667	1411.75	1135.6	1096	1149.06	276.15	243.485395833333	315.75
Streak-throated Woodpecker	2	250.9875	118.325	473.330625	84.9625	68.3333333333333	136.61375	166.1375	14.3392708333333	386.174166666667	0	1191.75	1177.33333333333	1220.25	1146	1139	1177.33333333333	38.3333333333333	0	74.25	1	1888	1884.55	1892.52916666667	1967.45	1958.46666666667	1977.9184375	-79.2979166666665	-90.8240625000001	-68.8092708333329
Nilgiri Flycatcher	0	1123	1096	1220.96	1077.775	1058.2421875	1122.961	49.2791666666667	-0.326875000000041	152.6271875	2	1619	1616.75	1619	1580	1563.8	1603.5	39	13.25	52.95	2	2258.4	2254.53333333333	2260.55	2225.75	2225.75	2225.75	32.6500000000001	28.7833333333328	34.8000000000002
Yellow-crowned Woodpecker	0	104.75	78.3875	124.5	124.5	93.7	200.65	-18.4	-96.9375	22.125	0	544	489.25	685.25	539	489.25	653.75	1.82499999999999	-118.325	155.825	1	1399.95	1229.375	1422.75	1639.63333333333	1585.53333333333	1702.7	-249.75	-419.05	-175.883333333333
Laughing Dove	0	265.75	254.375	265.75	265.75	265.75	284	-1.3125	-18.25	0	1	489.25	489.25	489.425	535.75	514	570.333333333333	-45.7	-81.0833333333334	-24.75	2	1015.12083333333	983.923958333333	1034.26666666667	945.875	934.666666666667	961.180416666667	67.5812499999997	34.4699375	95.2726041666667
Gray-headed Canary-Flycatcher	2	1096	1069.5	1140.109375	991.425	950.764166666667	1019.75	105.4875	63.8865624999999	172.2546875	1	1451	1451	1464.5	1525.25	1501.375	1543.659375	-74.25	-92.6375	-45.24375	1	2183.5	2183.5	2183.5	2271.33333333333	2262.53333333333	2271.33333333333	-87.8333333333335	-87.8333333333335	-79.0333333333333
Black-and-orange Flycatcher	2	1292.75	1292.75	1292.75	1210.8	1203.25	1236	81.95	56.75	89.5	1	1614	1608	1616.75	1822.33333333333	1822	1842.25	-208.666666666667	-228.25	-205.875	0	2271.33333333333	2271.33333333333	2271.33333333333	2271.33333333333	2271.33333333333	2271.33333333333	0	0	0
Nilgiri Sholakili	1	1571.225	1571.225	1682.33333333333	1790.4	1790.4	1824.45	-219.175	-253.225	-108.066666666667	1	2114.75	2114.75	2114.75	2137.5	2137.5	2165.91666666667	-22.75	-51.166666666667	-22.75	2	2413.93333333333	2413.93333333333	2414	2324.3	2324.3	2330.92083333333	89.6333333333332	83.0125000000003	89.6999999999998
Wayanad Laughingthrush	0	526.25	522.9	695.625	538.45	411.2128125	765.7525	20.31875	-220.905625	221.4675	0	1069.5	997.25	1132.66666666667	1168.75	1110	1202	-94.25	-190.40625	8.00520833333333	2	1548.725	1471.9	1563.8	1319.275	1302.99125	1328.65	230.4875	153.25	259.05875
Indian Nuthatch	0	777.1125	767.6625	825.525	790.3625	759.9	847.85	5.0625	-76.75625	56.25	0	937.75	911.458333333333	957.583333333333	929.958333333333	910	949.354166666667	7.08333333333326	-33.5	29.1041666666667	0	1200.5375	1107.675	1212.2375	1099.91666666667	1018.5	1168.8	98.2083333333335	-7.45416666666688	193.737499999999
Dollarbird	0	34.9333333333333	19.6666666666667	48.4770833333333	39.375	29.375	46.28125	-3.1125	-24.7583333333333	13.8229166666667	2	198	104	285.5	55.25	55.25	71.5416666666667	142.75	39.6666666666667	230.25	2	1422.76666666666	1125.66666666667	1670.35	1024.8	765	1090	418.799999999999	95.9666666666668	777.654166666667
White-browed Fantail	0	139.589583333333	51.1666666666667	445.067708333332	413.1375	189.157125	470.889375	-232.8625	-416.666666666667	152.6156875	2	997.75	959	1243	951.0625	928.721875	963.333333333333	48.75	1	296.288125	0	2086.12916666667	2077.47916666667	2136.40416666667	2137.79	2065.7875	2218.465	-51.5049999999994	-124.688333333333	30.2764166666679
Jungle Prinia	0	265.75	265.75	273.4021875	265.75	265.75	265.75	0	0	10.575	0	479.5	472.5	489.6	489.425	476.666666666667	512.666666666667	-7.51250000000002	-26.8183333333333	10.1	0	931.85	865.7509375	954	920.4	853	958.8903125	9.89999999999992	-68.1360416666669	88.8812499999998
Nilgiri Laughingthrush	0	1751.025	1748.85	1788.1	1777	1777	1781.75	-25.9749999999999	-32.9000000000001	11.1000000000001	1	2122.5	2122.5	2125.75	2170.75	2170.75	2182.54166666667	-48.25	-60.041666666667	-45	1	2468.75	2468.75	2469.25	2480.5	2480.5	2483.325	-11.75	-14.5749999999998	-11.25
Palani Laughingthrush	0	1432.6	1423.5125	1443.8	1410.775	1398.33333333333	1433.33333333333	21.25	-7.86395833333335	35.2208333333334	1	1620.4	1619	1628	1653.5	1653.5	1657	-33.9333333333332	-36.7525	-25.5	1	2209.8125	2208.5875	2211.9375	2293.125	2292.33333333333	2293.91666666667	-83.1812500000003	-84.8499999999999	-80.8166666666666
White-bellied Sholakili	2	1411.75	1411.75	1411.75	1386.46666666667	1378.7	1409.8	25.2833333333333	1.95000000000005	33.0500000000002	1	1672.125	1659	1685.25	1903.33333333333	1898.54166666667	1911.5	-231.208333333333	-246	-213.291666666667	2	2191.1625	2188.0125	2196.01666666667	2175	2175	2175	16.1624999999999	13.0124999999998	21.0166666666664
